voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,numSeats,numCands
0,David Ian HENRY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
1,David Ian HENRY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
2,David Ian HENRY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
3,David Ian HENRY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
4,David Ian HENRY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
5,David Ian HENRY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
6,David Ian HENRY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
7,David Ian HENRY (Ind),Marc WILKINSON  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
8,David Ian HENRY (Ind),Marc WILKINSON  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
9,David Ian HENRY (Ind),Marc WILKINSON  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
10,David Ian HENRY (Ind),Marc WILKINSON  (UNKNOWN),Mev BROWN (Ind),Bonnie Prince BOB  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
11,David Ian HENRY (Ind),Marc WILKINSON  (UNKNOWN),Mev BROWN (Ind),Bonnie Prince BOB  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
12,David Ian HENRY (Ind),Marc WILKINSON  (UNKNOWN),Louise Watson SPENCE (LD),Neil CUTHBERT (Con),Richard Crewe LUCAS (SFP) Party,Mairianna CLYDE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,,12
13,David Ian HENRY (Ind),Marc WILKINSON  (UNKNOWN),Sheila GILMORE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
14,David Ian HENRY (Ind),Grant LIDSTER Reform UK (UNKNOWN),Neil CUTHBERT (Con),Louise Watson SPENCE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
15,David Ian HENRY (Ind),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
16,David Ian HENRY (Ind),Daniel Aleksanteri MILLIGAN (Grn),Mairianna CLYDE (SNP),Louise Watson SPENCE (LD),Sheila GILMORE (Lab),Neil CUTHBERT (Con),Tam LAIRD (Libtn),skipped,skipped,skipped,skipped,skipped,,12
17,David Ian HENRY (Ind),Daniel Aleksanteri MILLIGAN (Grn),Mairianna CLYDE (SNP),Sheila GILMORE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
18,David Ian HENRY (Ind),Daniel Aleksanteri MILLIGAN (Grn),Sheila GILMORE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
19,David Ian HENRY (Ind),Neil CUTHBERT (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
20,David Ian HENRY (Ind),Neil CUTHBERT (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,12
