voterId,rank1,rank2,rank3,rank4,rank5,rank6,numSeats,numCands
0,Lab,skipped,skipped,skipped,skipped,skipped,,6
1,Lab,skipped,skipped,skipped,skipped,skipped,,6
2,Lab,skipped,skipped,skipped,skipped,skipped,,6
3,Lab,skipped,skipped,skipped,skipped,skipped,,6
4,Lab,skipped,skipped,skipped,skipped,skipped,,6
5,Lab,skipped,skipped,skipped,skipped,skipped,,6
6,Lab,skipped,skipped,skipped,skipped,skipped,,6
7,Lab,skipped,skipped,skipped,skipped,skipped,,6
8,Lab,skipped,skipped,skipped,skipped,skipped,,6
9,Lab,skipped,skipped,skipped,skipped,skipped,,6
10,Lab,skipped,skipped,skipped,skipped,skipped,,6
11,Lab,skipped,skipped,skipped,skipped,skipped,,6
12,Lab,skipped,skipped,skipped,skipped,skipped,,6
13,Lab,skipped,skipped,skipped,skipped,skipped,,6
14,Lab,skipped,skipped,skipped,skipped,skipped,,6
15,Lab,skipped,skipped,skipped,skipped,skipped,,6
16,Lab,skipped,skipped,skipped,skipped,skipped,,6
17,Lab,skipped,skipped,skipped,skipped,skipped,,6
18,Lab,skipped,skipped,skipped,skipped,skipped,,6
19,Lab,skipped,skipped,skipped,skipped,skipped,,6
20,Lab,skipped,skipped,skipped,skipped,skipped,,6
21,Lab,skipped,skipped,skipped,skipped,skipped,,6
22,Lab,skipped,skipped,skipped,skipped,skipped,,6
23,Lab,skipped,skipped,skipped,skipped,skipped,,6
24,Lab,skipped,skipped,skipped,skipped,skipped,,6
25,Lab,skipped,skipped,skipped,skipped,skipped,,6
26,Lab,skipped,skipped,skipped,skipped,skipped,,6
27,Lab,skipped,skipped,skipped,skipped,skipped,,6
28,Lab,skipped,skipped,skipped,skipped,skipped,,6
29,Lab,skipped,skipped,skipped,skipped,skipped,,6
30,Lab,skipped,skipped,skipped,skipped,skipped,,6
31,Lab,skipped,skipped,skipped,skipped,skipped,,6
32,Lab,skipped,skipped,skipped,skipped,skipped,,6
33,Lab,skipped,skipped,skipped,skipped,skipped,,6
34,Lab,skipped,skipped,skipped,skipped,skipped,,6
35,Lab,skipped,skipped,skipped,skipped,skipped,,6
36,Lab,skipped,skipped,skipped,skipped,skipped,,6
37,Lab,skipped,skipped,skipped,skipped,skipped,,6
38,Lab,skipped,skipped,skipped,skipped,skipped,,6
39,Lab,skipped,skipped,skipped,skipped,skipped,,6
40,Lab,skipped,skipped,skipped,skipped,skipped,,6
41,Lab,skipped,skipped,skipped,skipped,skipped,,6
42,Lab,skipped,skipped,skipped,skipped,skipped,,6
43,Lab,skipped,skipped,skipped,skipped,skipped,,6
44,Lab,skipped,skipped,skipped,skipped,skipped,,6
45,Lab,skipped,skipped,skipped,skipped,skipped,,6
46,Lab,skipped,skipped,skipped,skipped,skipped,,6
47,Lab,skipped,skipped,skipped,skipped,skipped,,6
48,Lab,skipped,skipped,skipped,skipped,skipped,,6
49,Lab,skipped,skipped,skipped,skipped,skipped,,6
50,Lab,skipped,skipped,skipped,skipped,skipped,,6
51,Lab,skipped,skipped,skipped,skipped,skipped,,6
52,Lab,skipped,skipped,skipped,skipped,skipped,,6
53,Lab,skipped,skipped,skipped,skipped,skipped,,6
54,Lab,skipped,skipped,skipped,skipped,skipped,,6
55,Lab,skipped,skipped,skipped,skipped,skipped,,6
56,Lab,skipped,skipped,skipped,skipped,skipped,,6
57,Lab,skipped,skipped,skipped,skipped,skipped,,6
58,Lab,skipped,skipped,skipped,skipped,skipped,,6
59,Lab,skipped,skipped,skipped,skipped,skipped,,6
60,Lab,skipped,skipped,skipped,skipped,skipped,,6
61,Lab,skipped,skipped,skipped,skipped,skipped,,6
62,Lab,skipped,skipped,skipped,skipped,skipped,,6
63,Lab,skipped,skipped,skipped,skipped,skipped,,6
64,Lab,skipped,skipped,skipped,skipped,skipped,,6
65,Lab,skipped,skipped,skipped,skipped,skipped,,6
66,Lab,skipped,skipped,skipped,skipped,skipped,,6
67,Lab,skipped,skipped,skipped,skipped,skipped,,6
68,Lab,skipped,skipped,skipped,skipped,skipped,,6
69,Lab,skipped,skipped,skipped,skipped,skipped,,6
70,Lab,skipped,skipped,skipped,skipped,skipped,,6
71,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
72,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
73,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
74,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
75,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
76,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
77,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
78,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
79,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
80,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
81,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
82,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
83,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
84,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
85,Lab,Ed ARCHER (Ind),skipped,skipped,skipped,skipped,,6
86,Lab,Ed ARCHER (Ind),SNP,skipped,skipped,skipped,,6
87,Lab,Ed ARCHER (Ind),SNP,skipped,skipped,skipped,,6
88,Lab,Ed ARCHER (Ind),SNP,skipped,skipped,skipped,,6
89,Lab,Ed ARCHER (Ind),SNP,skipped,skipped,skipped,,6
90,Lab,Ed ARCHER (Ind),SNP,skipped,skipped,skipped,,6
91,Lab,Ed ARCHER (Ind),SNP,skipped,skipped,skipped,,6
92,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
93,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
94,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
95,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
96,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
97,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
98,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
99,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
100,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
101,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
102,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
103,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
104,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
105,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
106,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
107,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
108,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
109,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
110,Ed ARCHER (Ind),Lab,skipped,skipped,skipped,skipped,,6
111,Ed ARCHER (Ind),Lab,SNP,Con,skipped,skipped,,6
112,Ed ARCHER (Ind),Lab,SNP,skipped,skipped,skipped,,6
113,Ed ARCHER (Ind),Lab,SNP,Con,skipped,skipped,,6
114,Ed ARCHER (Ind),Lab,SNP,Con,skipped,skipped,,6
115,Ed ARCHER (Ind),Lab,SNP,Con,skipped,skipped,,6
116,Ed ARCHER (Ind),Lab,SNP,Con,skipped,skipped,,6
117,Ed ARCHER (Ind),Lab,SNP,Con,skipped,skipped,,6
118,Ed ARCHER (Ind),Lab,Con,SNP,skipped,skipped,,6
119,Ed ARCHER (Ind),Lab,Con,skipped,skipped,skipped,,6
120,Ed ARCHER (Ind),Lab,Con,skipped,skipped,skipped,,6
121,Ed ARCHER (Ind),Lab,Con,skipped,skipped,skipped,,6
122,Ed ARCHER (Ind),Lab,Con,skipped,skipped,skipped,,6
123,Ed ARCHER (Ind),Lab,Con,skipped,skipped,skipped,,6
124,Ed ARCHER (Ind),Lab,Con,SNP,skipped,skipped,,6
