voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,numSeats,numCands
0,Denise MORTON (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
1,Denise MORTON (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
2,Denise MORTON (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
3,Denise MORTON (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
4,Denise MORTON (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
5,Denise MORTON (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
6,Denise MORTON (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
7,Denise MORTON (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
8,Denise MORTON (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
9,Denise MORTON (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
10,Denise MORTON (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
11,Denise MORTON (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
12,Denise MORTON (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
13,Denise MORTON (Soc),Irene OLDFATHER (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
14,Denise MORTON (Soc),Ruby KIRKWOOD (LD),CHRIS BARR (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
15,Denise MORTON (Soc),Irene OLDFATHER (Lab),David LOGAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
16,Denise MORTON (Soc),Irene OLDFATHER (Lab),David LOGAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
17,Denise MORTON (Soc),David LOGAN (Lab),James MCDAID (Lab),TOM BARR (Ind),Ruby KIRKWOOD (LD),CHRIS BARR (Con),skipped,skipped,skipped,skipped,,10
18,Denise MORTON (Soc),David LOGAN (Lab),James MCDAID (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
19,Denise MORTON (Soc),David LOGAN (Lab),John EASDALE (Lab),TOM BARR (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,10
